0,89,177,130,128,134,136,139,137,132,86,0
0,176,41,47,42,52,46,110,94,95,100,103,0
0,97,113,112,105,107,49,51,48,106,60,53,108,59,64,109,0
0,123,125,166,160,10,7,164,68,72,159,151,191,192,71,70,0
0,37,182,183,29,27,19,21,13,23,17,127,120,126,96,0
0,75,9,81,76,170,169,12,11,163,79,172,1,0
0,22,18,20,24,16,92,91,88,104,173,8,162,167,168,124,0
0,102,143,145,180,181,141,146,147,149,142,148,98,0
0,118,55,66,65,58,156,155,67,158,73,121,0
0,185,111,115,116,150,140,144,93,188,189,0
0,31,26,25,30,35,33,171,184,117,122,0
0,190,14,15,133,138,129,135,131,83,90,82,87,85,84,0
0,152,157,153,154,69,165,6,4,2,186,187,0
0,114,57,62,56,38,45,44,40,50,43,39,63,61,54,119,0
0,161,5,174,175,80,3,78,77,74,34,32,36,28,0
0,101,99,178,179,0
